chain_id,round_no,task_type,prompt,tool_ranges,correct_answer,explanation
exp156-chain-0059-hard,1,dose_response_shape,"SESSION
You are analysing experiment 156 at the Ridgefield phenotyping facility: a cadmium
(Cd) dose series on 6 Brassica napus (oilseed rape) accessions at 0, 25, 50, 100,
250 and 500 mg kg-1, imaged over 28 days in six modalities.

This is a 7-round investigation. Each round gives you the results of the tool
calls it needs, already run; how many there are varies by round. Later rounds
build on what you established earlier and will not repeat it, so keep your own
answers.

TOOLS (results are inlined; you cannot issue new calls)
  db_lookup(table=, select=, where=, group_by=)   the measurement store
  schema_lookup(trait=)                           which modality records a trait, and in what unit
  qc_lookup(table=, select=, where=)              flags, exclusions, usable counts
  design_lookup(aspect=)                          the protocol: dose series, accession panel,
                                                  imaging rounds, replication plan
  literature_lookup(species=, property=)          published claims
  embedding_lookup(space=, query=, k=)            nearest accessions by profile similarity

TERMS
  treatment        the cadmium dose, in mg kg-1
  genotype         the accession label
  Fv/Fm_Lss        photosystem-II efficiency, from the fc1 modality
  area_mm2         leaf area
  n_plants         distinct plants behind a cell
  round_to_round   variance of an accession's per-round means
  within_round     variance between plants inside one imaging round

ROUND 1 - TASK (dose_response_shape)
At which cadmium dose does mean Fv/Fm_Lss peak across the panel?

RULES
1. Two rows in the store carry a similar trait name. Only the
   plant-level trait is the panel measurement; the dictionary says
   which that is.
2. A treatment cell must clear the usable-plant floor in the quality
   gate before it can be called a peak.
3. Judge the curve as a whole, not a single cell.

TOOL OUTPUTS

>>> db_lookup(table=""fc1_values"", select=[""trait"", ""mean_value""], where=""experiment_id=156"", group_by=[""trait"", ""treatment""])
    mean value by trait, one column per treatment (mg kg-1).
    trait          t0     t25    t50    t100   t250   t500
    -------------  -----  -----  -----  -----  -----  -----
    Fv/Fm_Lss      0.490  0.506  0.566  0.532  0.505  0.472
    avg_Fv/Fm_Lss  0.415  0.597  0.452  0.438  0.459  0.456

>>> qc_lookup(table=""fc1_values"", select=[""treatment"", ""n_plants_usable""], where=""trait='Fv/Fm_Lss'"")
    plants surviving QC per treatment; the floor for a panel claim is 8.
    treatment  n_plants_usable
    ---------  ---------------
    0          58
    25         56
    50         5
    100        50
    250        48
    500        52

>>> schema_lookup(trait=""Fv/Fm_Lss"")
    trait dictionary: where the trait lives and at what entity level.
    trait          modality  table       unit  entity_level
    -------------  --------  ----------  ----  ------------
    Fv/Fm_Lss      fc1       fc1_values  a.u.  plant
    avg_Fv/Fm_Lss  fc1       fc1_values  a.u.  region

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <dose in mg kg-1, digits only>
","(db_lookup[359:510],qc_lookup[510:598],schema_lookup[598:696])",100,(depends on: -; the plant-level Fv/Fm_Lss row peaks at 0.532 on t100 -> 100; ablations: reading the alias row gives 25; ignoring the quality gate gives 50 on 5 plants)
exp156-chain-0059-hard,2,transition_sensitivity,"ROUND 2 - TASK (transition_sensitivity)
Starting from the cadmium dose you identified in round 1, which accession
loses the most Fv/Fm_Lss when the dose is raised to the next level of the
design series?

RULES
1. The store also holds a pilot dose that is not a level of the
   design series. The next level is the next one in the design
   table, which need not be the next column.
2. Only accessions in the core panel can be ranked; observational
   ones are carried for reference.
3. Compare each accession against itself across the two doses.

TOOL OUTPUTS

>>> design_lookup(aspect=""dose_series"")
    the design levels, in order. Doses absent here are pilot cells.
    level  treatment
    -----  ---------
    1      0
    2      25
    3      50
    4      100
    5      250
    6      500

>>> design_lookup(aspect=""accession_panel"")
    panel membership for this experiment.
    genotype   panel_role
    ---------  -------------
    MAGIC 309  core
    Ecm29      core
    79         observational
    MAGIC 340  core
    61         core

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""mean_value""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype"", ""treatment""])
    mean Fv/Fm_Lss by accession, one column per treatment in the store.
    genotype   t25    t100   t175   t250
    ---------  -----  -----  -----  -----
    MAGIC 309  0.540  0.510  0.461  0.274
    Ecm29      0.556  0.524  0.495  0.470
    79         0.536  0.526  0.484  0.193
    MAGIC 340  0.530  0.513  0.496  0.466
    61         0.540  0.497  0.326  0.307

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <accession label exactly as it appears in the table>
","(design_lookup[113:166],design_lookup[166:219],db_lookup[219:382])",MAGIC 309,"(depends on: round 1 answer 100; the step is t100->t250, not the adjacent column t175 which is a pilot cell; per-accession drop MAGIC 309:+0.236  61:+0.190  Ecm29:+0.054  MAGIC 340:+0.047 -> MAGIC 309; ablations: stepping to the next column instead of the next design level gives 61; ranking without the panel table gives 79, which is observational)"
exp156-chain-0059-hard,3,cross_modality_peak,"ROUND 3 - TASK (cross_modality_peak)
For the accession identified in round 2: at which dose does its leaf area
(area_mm2) peak, and does that dose agree with where Fv/Fm_Lss peaked
in round 1?

RULES
1. More than one modality reports this trait. Use the one the
   dictionary marks primary; the other is a derived estimate.
2. A cell flagged empty_mask carries no usable area and cannot be
   the peak. low_mask_coverage is on nearly every row and is not a
   reason to discard.
3. The verdict is AGREES when the area peak falls on the dose from
   round 1, and DISAGREES otherwise. Report both parts.

TOOL OUTPUTS

>>> schema_lookup(trait=""area_mm2"")
    modalities reporting this trait.
    trait     modality  modality_role       unit  trait_role
    --------  --------  ------------------  ----  ----------
    area_mm2  rgb2      top-view RGB        mm2   primary
    area_mm2  swir      SWIR hyperspectral  mm2   derived

>>> qc_lookup(table=""rgb2_features"", select=[""genotype"", ""treatment"", ""flag""], where=""flag='empty_mask'"")
    cells voided by empty_mask.
    genotype   treatment  flag
    ---------  ---------  ----------
    MAGIC 309  500        empty_mask
    79         500        empty_mask

>>> db_lookup(table=""features"", select=[""modality"", ""genotype"", ""mean_area_mm2""], where=""trait='area_mm2'"", group_by=[""modality"", ""genotype"", ""treatment""])
    mean area_mm2 by modality and accession, one column per treatment.
    modality  genotype   t0     t100   t250   t500
    --------  ---------  -----  -----  -----  -----
    rgb2      MAGIC 309  10.38  18.86  9.61   23.36
    rgb2      79         24.23  15.74  14.02  12.94
    rgb2      MAGIC 340  7.28   10.47  12.78  21.44
    rgb2      Ecm29      7.21   10.18  18.76  10.04
    swir      MAGIC 309  6.24   7.23   14.31  6.55
    swir      79         7.48   8.48   10.56  18.06
    swir      MAGIC 340  16.11  8.88   7.01   5.42
    swir      Ecm29      4.11   5.46   6.79   14.23

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <dose in mg kg-1, digits only>; <AGREES or DISAGREES>
","(schema_lookup[126:209],qc_lookup[209:289],db_lookup[289:513])",100; AGREES,(depends on: round 2 answer MAGIC 309 and round 1 answer 100; on the rgb2 row for MAGIC 309 the largest usable cell is t100 -> 100; AGREES; ablations: reading the swir rows gives 250; DISAGREES; ignoring empty_mask gives 500; DISAGREES)
exp156-chain-0059-hard,4,modality_coverage,"ROUND 4 - TASK (modality_coverage)
For the accession identified in round 2: which modalities hold usable feature
rows for it in this experiment?

RULES
1. A modality never scheduled for this experiment does not count,
   even if rows for it exist: those were carried over.
2. A modality whose rows are all flagged holds nothing usable.
3. List the modalities in the column order of the store table.

TOOL OUTPUTS

>>> qc_lookup(table=""features"", select=[""genotype"", ""modality"", ""n_usable""], group_by=[""genotype"", ""modality""])
    rows surviving QC, one column per modality.
    genotype   fc1  rgb2  msc1  vnir  swir  s3d
    ---------  ---  ----  ----  ----  ----  ---
    MAGIC 309  0    66    59    19    0     0
    79         21   57    57    0     0     15
    MAGIC 340  37   66    62    0     0     14
    Ecm29      12   58    66    0     0     29

>>> literature_lookup(species=""Brassica napus"", property=""metal hyperaccumulation"")
    published shoot-concentration ranges; no dose-response claim attached.
    source          species         property                 shoot_mg_kg
    --------------  --------------  -----------------------  -----------
    lit:Osorio2020  Brassica napus  metal hyperaccumulation  44-310

>>> db_lookup(table=""features"", select=[""genotype"", ""modality"", ""n_rows""], group_by=[""genotype"", ""modality""])
    feature rows per accession, one column per modality.
    genotype   fc1  rgb2  msc1  vnir  swir  s3d
    ---------  ---  ----  ----  ----  ----  ---
    MAGIC 309  0    66    61    21    46    0
    79         21   59    57    0     0     15
    MAGIC 340  39   67    63    0     0     15
    Ecm29      15   59    67    0     0     31

>>> design_lookup(aspect=""imaging_rounds"")
    imaging rounds scheduled per modality for this experiment.
    modality  records                   rounds_scheduled
    --------  ------------------------  ----------------
    fc1       chlorophyll fluorescence  38
    rgb2      top-view RGB              41
    msc1      multispectral             43
    vnir      VNIR hyperspectral        0
    swir      SWIR hyperspectral        45
    s3d       3-D structural scan       27

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <modalities, comma separated, in table column order>
","(qc_lookup[82:198],literature_lookup[198:306],db_lookup[306:423],design_lookup[423:522])","rgb2, msc1","(depends on: round 2 answer MAGIC 309; that row is non-zero for rgb2, msc1, vnir, swir, but vnir was never scheduled and swir has nothing left after QC -> rgb2, msc1; ablations: ignoring the schedule gives rgb2, msc1, vnir; ignoring the quality gate gives rgb2, msc1, swir)"
exp156-chain-0059-hard,5,analogue_search,"ROUND 5 - TASK (analogue_search)
For the accession identified in round 2: which accession is its nearest
analogue by Fv/Fm_Lss dose-response profile, and does that analogue's own
peak fall on the dose you identified in round 1?

RULES
1. Take the nearest neighbour that is eligible: observational
   accessions cannot be analogues.
2. Neighbours are listed in descending similarity.
3. Report the analogue, then MATCHES if its own peak is the dose from
   round 1 and DIVERGES if it is not.

TOOL OUTPUTS

>>> design_lookup(aspect=""accession_panel"")
    panel membership for this experiment.
    genotype   panel_role
    ---------  -------------
    MAGIC 309  core
    79         observational
    MAGIC 340  core
    Ecm29      core

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""peak_treatment""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype""])
    the treatment at which each accession's own Fv/Fm_Lss is highest.
    genotype   peak_treatment
    ---------  --------------
    MAGIC 309  500
    79         50
    MAGIC 340  250
    Ecm29      100

>>> embedding_lookup(space=""dose_response_profile"", query=""panel"", k=3)
    nearest accessions by Fv/Fm_Lss profile, for every panel member.
    genotype   neighbour_1        neighbour_2        neighbour_3
    ---------  -----------------  -----------------  -----------------
    MAGIC 309  79 (0.969)         Ecm29 (0.891)      MAGIC 340 (0.716)
    79         MAGIC 309 (0.933)  MAGIC 340 (0.822)  Ecm29 (0.604)
    MAGIC 340  Ecm29 (0.915)      79 (0.777)         MAGIC 309 (0.698)
    Ecm29      79 (0.870)         MAGIC 309 (0.727)  MAGIC 340 (0.622)

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <accession label>; <MATCHES or DIVERGES>
","(design_lookup[101:152],db_lookup[152:245],embedding_lookup[245:427])",Ecm29; MATCHES,"(depends on: round 2 answer MAGIC 309 and round 1 answer 100; the nearest eligible analogue is Ecm29, whose own peak is t100 -> Ecm29; MATCHES; ablations: taking the nearest neighbour regardless of panel role gives 79; DIVERGES)"
exp156-chain-0059-hard,6,variance_regime,"ROUND 6 - TASK (variance_regime)
Name the cell -- accession and dose -- at which the accession identified in
round 2 first shows round-to-round variance of Fv/Fm_Lss exceeding its
within-round variance.

RULES
1. The two variances come from separate queries; compare them cell by
   cell.
2. A cell built on fewer than 3 imaging rounds is not
   comparable and must be skipped, however its numbers look.
3. Report the first qualifying dose reading left to right, not the
   largest gap, and name the accession alongside it.

TOOL OUTPUTS

>>> qc_lookup(table=""fc1_values"", select=[""genotype"", ""n_rounds""], where=""trait='Fv/Fm_Lss'"")
    imaging rounds behind each cell, one column per treatment.
    genotype   t0  t25  t50  t100  t250  t500
    ---------  --  ---  ---  ----  ----  ----
    MAGIC 309  5   2    9    9     7     6
    79         4   5    6    5     9     6
    MAGIC 340  4   7    8    7     6     9
    Ecm29      4   8    4    6     4     9

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""within_round""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype"", ""treatment""])
    within-round variance, one column per treatment.
    genotype   t0     t25    t50    t100   t250   t500
    ---------  -----  -----  -----  -----  -----  -----
    MAGIC 309  0.031  0.019  0.029  0.030  0.055  0.046
    79         0.043  0.047  0.014  0.024  0.041  0.045
    MAGIC 340  0.036  0.058  0.061  0.072  0.044  0.049
    Ecm29      0.032  0.036  0.047  0.023  0.054  0.068

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""round_to_round""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype"", ""treatment""])
    round-to-round variance, one column per treatment.
    genotype   t0     t25    t50    t100   t250   t500
    ---------  -----  -----  -----  -----  -----  -----
    MAGIC 309  0.013  0.026  0.037  0.051  0.063  0.073
    79         0.015  0.028  0.041  0.052  0.064  0.074
    MAGIC 340  0.015  0.028  0.038  0.053  0.064  0.074
    Ecm29      0.013  0.027  0.037  0.050  0.063  0.076

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <accession>@<dose>
","(qc_lookup[111:223],db_lookup[223:404],db_lookup[404:587])",MAGIC 309@50,"(depends on: round 2 answer MAGIC 309; comparing the two variance tables cell by cell, MAGIC 309 first crosses at t25, but that cell rests on 2 imaging rounds, under the 3 needed, so the first comparable crossing is t50 -> MAGIC 309@50; ablations: taking the largest round-to-round value without the within-round table gives MAGIC 309@500; ignoring the round counts gives MAGIC 309@25)"
exp156-chain-0059-hard,7,literature_audit,"ROUND 7 - TASK (literature_audit)
Three published claims are on file. Judge the one that concerns this
experiment's species against the accession identified in round 2, and say
which source you judged.

RULES
1. Exactly one source concerns the species under study here; the others
   are about different species and are not yours to judge.
2. OUT_OF_SCOPE if the source's studied dose range does not overlap
   this experiment's series: the claim cannot be tested here.
3. Otherwise SUPPORTED if the claimed peak matches that accession's own
   measured peak, CONTRADICTED if it does not.
4. Report the verdict and the source.

TOOL OUTPUTS

>>> design_lookup(aspect=""imaging_rounds"")
    imaging rounds scheduled per modality.
    modality  records                   rounds_scheduled
    --------  ------------------------  ----------------
    fc1       chlorophyll fluorescence  62
    rgb2      top-view RGB              47
    msc1      multispectral             47
    vnir      VNIR hyperspectral        41

>>> literature_lookup(species=""Brassica napus"", property=""hormesis"")
    published peak-dose claims, with the dose range each study covered (mg kg-1).
    source           species          property  claimed_peak  range_studied
    ---------------  ---------------  --------  ------------  -------------
    lit:Osorio2024   Thlaspi arvense  hormesis  100           0-500
    lit:Weber2018    Camelina sativa  hormesis  0             0-500
    lit:Baumann2022  Brassica napus   hormesis  25            0-500

>>> design_lookup(aspect=""dose_series"")
    the design levels of this experiment, in order.
    level  treatment
    -----  ---------
    1      0
    2      25
    3      50
    4      100
    5      250
    6      500

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""peak_treatment""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype""])
    the treatment at which each accession's own Fv/Fm_Lss is highest.
    genotype   peak_treatment
    ---------  --------------
    MAGIC 309  500
    79         50
    MAGIC 340  500
    Ecm29      0

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <SUPPORTED, CONTRADICTED or OUT_OF_SCOPE>; <source id>
","(design_lookup[126:211],literature_lookup[211:347],design_lookup[347:396],db_lookup[396:489])",CONTRADICTED; lit:Baumann2022,"(depends on: round 2 answer MAGIC 309; only lit:Baumann2022 concerns Brassica napus; it claims a peak at 25 mg kg-1 over 0-500, against a series topping out at 500 and a measured peak of 500 for that accession -> CONTRADICTED; lit:Baumann2022; ablations: judging a source about another species gives CONTRADICTED; lit:Osorio2024; skipping the scope check gives CONTRADICTED; lit:Baumann2022)"
exp11-chain-0060-low,1,dose_response_shape,"SESSION
You are analysing experiment 11 at the Ashfield phenotyping facility: a copper
(Cu) dose series on 6 Brassica napus (oilseed rape) accessions at 0, 50, 100, 200,
500 and 1000 mg kg-1, imaged over 28 days in six modalities.

This is a 3-round investigation. Each round gives you the results of the tool
calls it needs, already run; how many there are varies by round. Later rounds
build on what you established earlier and will not repeat it, so keep your own
answers.

TOOLS (results are inlined; you cannot issue new calls)
  db_lookup(table=, select=, where=, group_by=)   the measurement store
  schema_lookup(trait=)                           which modality records a trait, and in what unit
  qc_lookup(table=, select=, where=)              flags, exclusions, usable counts
  design_lookup(aspect=)                          the protocol: dose series, accession panel,
                                                  imaging rounds, replication plan
  literature_lookup(species=, property=)          published claims
  embedding_lookup(space=, query=, k=)            nearest accessions by profile similarity

TERMS
  treatment        the copper dose, in mg kg-1
  genotype         the accession label
  Fv/Fm_Lss        photosystem-II efficiency, from the fc1 modality
  area_mm2         leaf area
  n_plants         distinct plants behind a cell
  round_to_round   variance of an accession's per-round means
  within_round     variance between plants inside one imaging round

ROUND 1 - TASK (dose_response_shape)
At which copper dose does mean Fv/Fm_Lss peak across the panel?

RULES
1. A treatment cell must clear the usable-plant floor in the quality
   gate before it can be called a peak.
2. Judge the curve as a whole, not a single cell.

TOOL OUTPUTS

>>> db_lookup(table=""fc1_values"", select=[""trait"", ""mean_value""], where=""experiment_id=11"", group_by=[""trait"", ""treatment""])
    mean value by trait, one column per treatment (mg kg-1).
    trait      t0     t50    t100   t200   t500   t1000
    ---------  -----  -----  -----  -----  -----  -----
    Fv/Fm_Lss  0.475  0.494  0.504  0.520  0.539  0.445

>>> qc_lookup(table=""fc1_values"", select=[""treatment"", ""n_plants_usable""], where=""trait='Fv/Fm_Lss'"")
    plants surviving QC per treatment; the floor for a panel claim is 12.
    treatment  n_plants_usable
    ---------  ---------------
    0          50
    50         52
    100        59
    200        49
    500        8
    1000       55

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <dose in mg kg-1, digits only>
","(db_lookup[328:454],qc_lookup[454:542])",200,(depends on: -; the plant-level Fv/Fm_Lss row peaks at 0.520 on t200 -> 200; ablations: ignoring the quality gate gives 500 on 8 plants)
exp11-chain-0060-low,2,transition_sensitivity,"ROUND 2 - TASK (transition_sensitivity)
Starting from the copper dose you identified in round 1, which accession
loses the most Fv/Fm_Lss when the dose is raised to the next level of the
design series?

RULES
1. The store also holds a pilot dose that is not a level of the
   design series. The next level is the next one in the design
   table, which need not be the next column.
2. Compare each accession against itself across the two doses.

TOOL OUTPUTS

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""mean_value""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype"", ""treatment""])
    mean Fv/Fm_Lss by accession, one column per treatment in the store.
    genotype  t100   t200   t350   t500
    --------  -----  -----  -----  -----
    MAGIC 61  0.555  0.520  0.361  0.355
    RIL 81    0.558  0.522  0.491  0.448
    RIL 109   0.539  0.506  0.458  0.251
    58        0.531  0.522  0.502  0.476

>>> design_lookup(aspect=""dose_series"")
    the design levels, in order. Doses absent here are pilot cells.
    level  treatment
    -----  ---------
    1      0
    2      50
    3      100
    4      200
    5      500
    6      1000

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <accession label exactly as it appears in the table>
","(db_lookup[94:244],design_lookup[244:297])",RIL 109,"(depends on: round 1 answer 200; the step is t200->t500, not the adjacent column t350 which is a pilot cell; per-accession drop RIL 109:+0.255  MAGIC 61:+0.165  RIL 81:+0.074  58:+0.046 -> RIL 109; ablations: stepping to the next column instead of the next design level gives MAGIC 61)"
exp11-chain-0060-low,3,cross_modality_peak,"ROUND 3 - TASK (cross_modality_peak)
For the accession identified in round 2: at which dose does its leaf area
(area_mm2) peak, and does that dose agree with where Fv/Fm_Lss peaked
in round 1?

RULES
1. The verdict is AGREES when the area peak falls on the dose from
   round 1, and DISAGREES otherwise. Report both parts.

TOOL OUTPUTS

>>> db_lookup(table=""features"", select=[""modality"", ""genotype"", ""mean_area_mm2""], where=""trait='area_mm2'"", group_by=[""modality"", ""genotype"", ""treatment""])
    mean area_mm2 by modality and accession, one column per treatment.
    modality  genotype  t50    t200   t500   t1000
    --------  --------  -----  -----  -----  -----
    rgb2      RIL 109   8.77   10.89  19.68  11.17
    rgb2      62        15.50  23.95  14.77  13.31
    rgb2      RIL 81    18.03  9.03   6.48   5.74
    rgb2      58        8.45   11.35  13.50  22.30

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <dose in mg kg-1, digits only>; <AGREES or DISAGREES>
",(db_lookup[71:236]),500; DISAGREES,(depends on: round 2 answer RIL 109 and round 1 answer 200; on the rgb2 row for RIL 109 the largest usable cell is t500 -> 500; DISAGREES; no complications at this tier)
exp128-chain-0061-hard,1,dose_response_shape,"SESSION
You are analysing experiment 128 at the Ashfield phenotyping facility: a copper
(Cu) dose series on 6 Arabidopsis thaliana (arabidopsis) accessions at 0, 10, 50,
100, 500 and 1000 mg kg-1, imaged over 28 days in six modalities.

This is a 7-round investigation. Each round gives you the results of the tool
calls it needs, already run; how many there are varies by round. Later rounds
build on what you established earlier and will not repeat it, so keep your own
answers.

TOOLS (results are inlined; you cannot issue new calls)
  db_lookup(table=, select=, where=, group_by=)   the measurement store
  schema_lookup(trait=)                           which modality records a trait, and in what unit
  qc_lookup(table=, select=, where=)              flags, exclusions, usable counts
  design_lookup(aspect=)                          the protocol: dose series, accession panel,
                                                  imaging rounds, replication plan
  literature_lookup(species=, property=)          published claims
  embedding_lookup(space=, query=, k=)            nearest accessions by profile similarity

TERMS
  treatment        the copper dose, in mg kg-1
  genotype         the accession label
  Fv/Fm_Lss        photosystem-II efficiency, from the fc1 modality
  area_mm2         leaf area
  n_plants         distinct plants behind a cell
  round_to_round   variance of an accession's per-round means
  within_round     variance between plants inside one imaging round

ROUND 1 - TASK (dose_response_shape)
At which copper dose does mean Fv/Fm_Lss peak across the panel?

RULES
1. Two rows in the store carry a similar trait name. Only the
   plant-level trait is the panel measurement; the dictionary says
   which that is.
2. A treatment cell must clear the usable-plant floor in the quality
   gate before it can be called a peak.
3. Judge the curve as a whole, not a single cell.

TOOL OUTPUTS

>>> schema_lookup(trait=""Fv/Fm_Lss"")
    trait dictionary: where the trait lives and at what entity level.
    trait          modality  table       unit  entity_level
    -------------  --------  ----------  ----  ------------
    Fv/Fm_Lss      fc1       fc1_values  a.u.  plant
    avg_Fv/Fm_Lss  fc1       fc1_values  a.u.  region

>>> db_lookup(table=""fc1_values"", select=[""trait"", ""mean_value""], where=""experiment_id=128"", group_by=[""trait"", ""treatment""])
    mean value by trait, one column per treatment (mg kg-1).
    trait          t0     t10    t50    t100   t500   t1000
    -------------  -----  -----  -----  -----  -----  -----
    Fv/Fm_Lss      0.496  0.508  0.520  0.545  0.461  0.400
    avg_Fv/Fm_Lss  0.401  0.424  0.387  0.396  0.566  0.409

>>> qc_lookup(table=""fc1_values"", select=[""treatment"", ""n_plants_usable""], where=""trait='Fv/Fm_Lss'"")
    plants surviving QC per treatment; the floor for a panel claim is 12.
    treatment  n_plants_usable
    ---------  ---------------
    0          59
    10         56
    50         53
    100        7
    500        58
    1000       50

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <dose in mg kg-1, digits only>
","(schema_lookup[358:456],db_lookup[456:607],qc_lookup[607:695])",50,(depends on: -; the plant-level Fv/Fm_Lss row peaks at 0.520 on t50 -> 50; ablations: reading the alias row gives 500; ignoring the quality gate gives 100 on 7 plants)
exp128-chain-0061-hard,2,transition_sensitivity,"ROUND 2 - TASK (transition_sensitivity)
Starting from the copper dose you identified in round 1, which accession
loses the most Fv/Fm_Lss when the dose is raised to the next level of the
design series?

RULES
1. The store also holds a pilot dose that is not a level of the
   design series. The next level is the next one in the design
   table, which need not be the next column.
2. Only accessions in the core panel can be ranked; observational
   ones are carried for reference.
3. Compare each accession against itself across the two doses.

TOOL OUTPUTS

>>> design_lookup(aspect=""dose_series"")
    the design levels, in order. Doses absent here are pilot cells.
    level  treatment
    -----  ---------
    1      0
    2      10
    3      50
    4      100
    5      500
    6      1000

>>> design_lookup(aspect=""accession_panel"")
    panel membership for this experiment.
    genotype   panel_role
    ---------  -------------
    RIL 194    core
    74         core
    69         core
    Ecm14      observational
    MAGIC 336  core

>>> db_lookup(table=""fc1_values"", select=[""genotype"", ""mean_value""], where=""trait='Fv/Fm_Lss'"", group_by=[""genotype"", ""treatment""])
    mean Fv/Fm_Lss by accession, one column per treatment in the store.
    genotype   t10    t50    t75    t100
    ---------  -----  -----  -----  -----
    RIL 194    0.542  0.528  0.355  0.343
    74         0.555  0.535  0.488  0.302
    69         0.525  0.512  0.493  0.476
    Ecm14      0.525  0.515  0.487  0.193
    MAGIC 336  0.534  0.520  0.495  0.451

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <accession label exactly as it appears in the table>
","(design_lookup[113:166],design_lookup[166:219],db_lookup[219:382])",74,"(depends on: round 1 answer 50; the step is t50->t100, not the adjacent column t75 which is a pilot cell; per-accession drop 74:+0.233  RIL 194:+0.185  MAGIC 336:+0.069  69:+0.036 -> 74; ablations: stepping to the next column instead of the next design level gives RIL 194; ranking without the panel table gives Ecm14, which is observational)"
exp128-chain-0061-hard,3,cross_modality_peak,"ROUND 3 - TASK (cross_modality_peak)
For the accession identified in round 2: at which dose does its leaf area
(area_mm2) peak, and does that dose agree with where Fv/Fm_Lss peaked
in round 1?

RULES
1. More than one modality reports this trait. Use the one the
   dictionary marks primary; the other is a derived estimate.
2. A cell flagged empty_mask carries no usable area and cannot be
   the peak. low_mask_coverage is on nearly every row and is not a
   reason to discard.
3. The verdict is AGREES when the area peak falls on the dose from
   round 1, and DISAGREES otherwise. Report both parts.

TOOL OUTPUTS

>>> schema_lookup(trait=""area_mm2"")
    modalities reporting this trait.
    trait     modality  modality_role       unit  trait_role
    --------  --------  ------------------  ----  ----------
    area_mm2  rgb2      top-view RGB        mm2   primary
    area_mm2  vnir      VNIR hyperspectral  mm2   derived

>>> qc_lookup(table=""rgb2_features"", select=[""genotype"", ""treatment"", ""flag""], where=""flag='empty_mask'"")
    cells voided by empty_mask.
    genotype  treatment  flag
    --------  ---------  ----------
    74        50         empty_mask
    Ecm14     1000       empty_mask

>>> db_lookup(table=""features"", select=[""modality"", ""genotype"", ""mean_area_mm2""], where=""trait='area_mm2'"", group_by=[""modality"", ""genotype"", ""treatment""])
    mean area_mm2 by modality and accession, one column per treatment.
    modality  genotype  t0     t50    t1000
    --------  --------  -----  -----  -----
    rgb2      74        9.56   24.90  20.40
    rgb2      Ecm14     18.06  8.94   7.52
    rgb2      RIL 194   12.19  21.38  12.83
    rgb2      69        22.95  13.95  12.00
    vnir      74        15.38  8.26   6.04
    vnir      Ecm14     6.27   13.74  6.69
    vnir      RIL 194   16.07  8.80   7.69
    vnir      69        9.64   17.17  9.43

OUTPUT FORMAT
Reply with exactly one line and nothing else:
ANSWER: <dose in mg kg-1, digits only>; <AGREES or DISAGREES>
","(schema_lookup[126:209],qc_lookup[209:287],db_lookup[287:478])",1000; DISAGREES,(depends on: round 2 answer 74 and round 1 answer 50; on the rgb2 row for 74 the largest usable cell is t1000 -> 1000; DISAGREES; ablations: reading the vnir rows gives 0; DISAGREES; ignoring empty_mask gives 50; AGREES)
